,names,stars,reviews,polarity,subjectivity,Pol_Analysis,stars_analysis
703,AMIT ADVOCATE,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
704,nirbhab,5.0 out of 5 stars,Simply Beautiful,0.85,1.0,Positive,Satisfied
705,Amazon Customer,4.0 out of 5 stars,Nice sound,0.5,0.7,Positive,Satisfied
706,Amazon Customer,5.0 out of 5 stars,Superhit,0.0,0.0,Nutral,Satisfied
707,kalyan mazumder,5.0 out of 5 stars,Great,0.8,0.75,Positive,Satisfied
708,Ayush Nanda,4.0 out of 5 stars,Average product in the price range,-0.15,0.39999999999999997,Negative,Satisfied
709,jithesh,5.0 out of 5 stars,Super product,0.3333333333333333,0.6666666666666666,Positive,Satisfied
710,BALVIR SINGH,5.0 out of 5 stars,Paisa wasool,0.0,0.0,Nutral,Satisfied
711,kamleah kumar,5.0 out of 5 stars,All time mast music,0.0,0.0,Nutral,Satisfied
712,Eldho K Varghese,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
713,Amazon Customer,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
714,Towhid,5.0 out of 5 stars,Amazing product.,0.6000000000000001,0.9,Positive,Satisfied
715,Abhishek Dey,5.0 out of 5 stars,Impressive,1.0,1.0,Positive,Satisfied
716,Vivek kumar,5.0 out of 5 stars,Handy and durable,0.6,0.9,Positive,Satisfied
717,Sasoriza,4.0 out of 5 stars,Best for the price,1.0,0.3,Positive,Satisfied
718,Skariah John,5.0 out of 5 stars,Good.,0.7,0.6000000000000001,Positive,Satisfied
719,Mandeep Boro,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
720,Tyler the Creator,5.0 out of 5 stars,Jbl always delivers,0.0,0.0,Nutral,Satisfied
721,Amazon Customer,5.0 out of 5 stars,Worth the price !,0.375,0.1,Positive,Satisfied
722,Sidddharth Rajendra Sasane,4.0 out of 5 stars,Great deep bass,0.21666666666666667,0.5499999999999999,Positive,Satisfied
723,HarRy,5.0 out of 5 stars,One of the best item👌👌,1.0,0.3,Positive,Satisfied
724,JK,5.0 out of 5 stars,Eexcellent,0.0,0.0,Nutral,Satisfied
725,Harshin,5.0 out of 5 stars,High sound quality,0.28,0.47,Positive,Satisfied
726,Dharmendra Kumar,1.0 out of 5 stars,Detective product. After 20 days...sound is not coming property. Amazon cheated me.,0.0,0.0,Nutral,Not_Satisfied
727,Abhishek,5.0 out of 5 stars,Awesome Speaker With Mammoth Sound!,0.75,0.7,Positive,Satisfied
728,sreejesh,5.0 out of 5 stars,JBL original,0.375,0.75,Positive,Satisfied
729,Tushar,5.0 out of 5 stars,Very nice,0.78,1.0,Positive,Satisfied
730,Lavanya Naik,5.0 out of 5 stars,Amazing bass and sound quality,0.2833333333333334,0.6,Positive,Satisfied
731,aman kumar,5.0 out of 5 stars,Excellent Product,1.0,1.0,Positive,Satisfied
732,Hasish Kumar Naik,5.0 out of 5 stars,JBL speaker,0.0,0.0,Nutral,Satisfied
733,Vineesh vijayan,5.0 out of 5 stars,Highly recommend,0.16,0.5399999999999999,Positive,Satisfied
734,Sumedh kakkat,5.0 out of 5 stars,Too handy and good quality,0.6499999999999999,0.75,Positive,Satisfied
735,Sonam Yangjor,3.0 out of 5 stars,Okay,0.5,0.5,Positive,Dont_Know
736,Razique khan,4.0 out of 5 stars,Amazing sound quality,0.5,0.65,Positive,Satisfied
737,DAAS,4.0 out of 5 stars,Jbl,0.0,0.0,Nutral,Satisfied
738,rrohit,1.0 out of 5 stars,waste iof money,-0.2,0.0,Negative,Not_Satisfied
739,Surdyp Bachchan,4.0 out of 5 stars,Worth the hype.......!,0.375,0.1,Positive,Satisfied
740,SOUMIK MONDAL,5.0 out of 5 stars,Great sound quality,0.6000000000000001,0.575,Positive,Satisfied
741,Hariansh Shandilya,5.0 out of 5 stars,Super awesome sound and quality !,0.611111111111111,0.6888888888888888,Positive,Satisfied
742,Rohit Arun Dhoot,3.0 out of 5 stars,Average,-0.15,0.39999999999999997,Negative,Dont_Know
743,Mohammed Shoaib MS,4.0 out of 5 stars,good sound . bass is normal,0.275,0.5375,Positive,Satisfied
744,Aniruddha Banerjee,5.0 out of 5 stars,Must have,0.0,0.0,Nutral,Satisfied
745,Pro101,5.0 out of 5 stars,I always prefer to go for Jbl when it comes for music system,0.0,0.0,Nutral,Satisfied
746,Ritwik jaiswal,5.0 out of 5 stars,Amazing mini Sound bar.,0.5,0.65,Positive,Satisfied
747,Milton Terang,5.0 out of 5 stars,Awesome product! Great sound! Quick delivery.,0.6583333333333333,0.6625,Positive,Satisfied
748,Sourav,5.0 out of 5 stars,3 Cheers For JBL..,0.0,0.0,Nutral,Satisfied
749,SINGH SK,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
750,Achintya Ghosh,5.0 out of 5 stars,Very good,0.9099999999999999,0.7800000000000001,Positive,Satisfied
751,Amazon Customer,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
752,Arjun Gowd,5.0 out of 5 stars,Beast for it's size!!!,0.0,0.0,Nutral,Satisfied
753,Anand M.,5.0 out of 5 stars,Worth the money !,0.375,0.1,Positive,Satisfied
754,Anandeswaran,5.0 out of 5 stars,Mass......,0.0,0.0,Nutral,Satisfied
755,Ashish patial,5.0 out of 5 stars,Great speaker,0.8,0.75,Positive,Satisfied
756,Emblem,4.0 out of 5 stars,Worth the money,0.3,0.1,Positive,Satisfied
757,Abhinav,4.0 out of 5 stars,Good quality.,0.7,0.6000000000000001,Positive,Satisfied
758,Akshit Aggarwal,5.0 out of 5 stars,Must buy,0.0,0.0,Nutral,Satisfied
759,Amazon Customer,5.0 out of 5 stars,Best,1.0,0.3,Positive,Satisfied
760,Naveen padmakumar,5.0 out of 5 stars,Good one,0.7,0.6000000000000001,Positive,Satisfied
761,Ishan Waghmare,5.0 out of 5 stars,Best in this price range,1.0,0.3,Positive,Satisfied
762,Smitha,5.0 out of 5 stars,Super,0.3333333333333333,0.6666666666666666,Positive,Satisfied
763,Kumar Mahesh,5.0 out of 5 stars,Awsome... Worth it,0.3,0.1,Positive,Satisfied
764,PRATIK,5.0 out of 5 stars,Value for Money.,0.0,0.0,Nutral,Satisfied
765,Dr Mayur Jejurikar,5.0 out of 5 stars,Awesome product by jbl,1.0,1.0,Positive,Satisfied
766,Sibi,5.0 out of 5 stars,Powerful sound,0.35,0.7,Positive,Satisfied
767,shuvendu,5.0 out of 5 stars,Just awesome,1.0,1.0,Positive,Satisfied
768,Sanjay Garg,4.0 out of 5 stars,Very nice,0.78,1.0,Positive,Satisfied
769,Gaurav Kaushik,5.0 out of 5 stars,Awesome sound quality,0.7,0.7,Positive,Satisfied
770,harsh patel,5.0 out of 5 stars,Nice mid range product from JBL,0.3,0.5,Positive,Satisfied
771,Amazon Customer,5.0 out of 5 stars,😘😘,0.0,0.0,Nutral,Satisfied
772,Pravin Verma,3.0 out of 5 stars,Expensive product,-0.5,0.7,Negative,Dont_Know
773,Ananthu anil,4.0 out of 5 stars,"Nice one, loved it for 4300.",0.6499999999999999,0.9,Positive,Satisfied
774,Kener K.,1.0 out of 5 stars,Pliz before delivery pliz chk it will n deliver it,0.0,0.0,Nutral,Not_Satisfied
775,Rouf Khan,5.0 out of 5 stars,Quality of Sound,0.4,0.4,Positive,Satisfied
776,Amazon Customer,5.0 out of 5 stars,Experience. Nothing like it,0.0,0.0,Nutral,Satisfied
777,Shriom Manerker,5.0 out of 5 stars,"9+ hours of battery life on low volume, crazy clarity and amazing base",-0.19999999999999998,0.775,Negative,Satisfied
778,rajeeshp,5.0 out of 5 stars,All are good,0.7,0.6000000000000001,Positive,Satisfied
779,Dinesh,5.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
780,Rohit Singh,5.0 out of 5 stars,Sound!!!!?,0.9765625,0.4,Positive,Satisfied
781,Mani.V.P.,1.0 out of 5 stars,Better not to buy.,0.5,0.5,Positive,Not_Satisfied
782,himanshu lakhara,5.0 out of 5 stars,Simply awesome,1.0,1.0,Positive,Satisfied
783,Akhil Krishnan,4.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
784,Boaz E,4.0 out of 5 stars,Great music from tiny Speaker!,0.4,0.625,Positive,Satisfied
785,Prince lalit,5.0 out of 5 stars,The best u can get,1.0,0.3,Positive,Satisfied
786,Deepak Kumar,4.0 out of 5 stars,Technical problem happening with it,0.0,0.1,Nutral,Satisfied
787,Chris,4.0 out of 5 stars,Happy with the speaker,0.8,1.0,Positive,Satisfied
788,Nuzoto chizo,4.0 out of 5 stars,Outstanding,0.5,0.875,Positive,Satisfied
789,Mriginder Singh,5.0 out of 5 stars,Without Mic,0.0,0.0,Nutral,Satisfied
790,Rajiv Seal,5.0 out of 5 stars,Best in the Market,1.0,0.3,Positive,Satisfied
791,Balister S.,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
792,tejas,5.0 out of 5 stars,Good speaker,0.7,0.6000000000000001,Positive,Satisfied
793,Ullas p c,5.0 out of 5 stars,My mini studio,0.0,0.0,Nutral,Satisfied
794,anurag singh yadav,3.0 out of 5 stars,Good buy..... satisfied with the performance...,0.6,0.8,Positive,Dont_Know
795,IRSHAD AHMAD,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
796,Customer,5.0 out of 5 stars,Good sound quality,0.55,0.5,Positive,Satisfied
797,Mohit Nirmala,2.0 out of 5 stars,Wastage of money,0.0,0.0,Nutral,Not_Satisfied
798,Ash,5.0 out of 5 stars,Recommended,0.0,0.0,Nutral,Satisfied
799,Manikuten,5.0 out of 5 stars,It doesn't have a button to connect it to othe rjbl speakers...,0.0,0.0,Nutral,Satisfied
800,Viny Jambhulkar,4.0 out of 5 stars,Good to buy,0.7,0.6000000000000001,Positive,Satisfied
801,Amazon Customer,5.0 out of 5 stars,Sound Quality is tremendous,0.3666666666666667,0.7,Positive,Satisfied
802,Hasan khan,5.0 out of 5 stars,Sound is excellent more than I guessed,0.6333333333333333,0.6333333333333333,Positive,Satisfied
803,Junaid,4.0 out of 5 stars,Superb,1.0,1.0,Positive,Satisfied
804,FREDERICK L.,5.0 out of 5 stars,Excellent product,1.0,1.0,Positive,Satisfied
805,RAVIKIRAN P.,5.0 out of 5 stars,Wow speaker,0.1,1.0,Positive,Satisfied
806,Simar Kindle,5.0 out of 5 stars,Must Buy,0.0,0.0,Nutral,Satisfied
807,kapilsharmat2,5.0 out of 5 stars,BT speaker review,0.0,0.0,Nutral,Satisfied
808,Deepak kumar,5.0 out of 5 stars,Good product I am happy,0.75,0.8,Positive,Satisfied
809,Vj khachar,5.0 out of 5 stars,Best wireless Bluetooth speaker in budget (specially in discount),0.6785714285714286,0.4357142857142857,Positive,Satisfied
810,Soumen Das,4.0 out of 5 stars,Good Product,0.7,0.6000000000000001,Positive,Satisfied
811,Hemant,5.0 out of 5 stars,Sounds excellent,1.0,1.0,Positive,Satisfied
812,Raj,5.0 out of 5 stars,Great buy,0.8,0.75,Positive,Satisfied
813,Rajeev Nair,5.0 out of 5 stars,High portability with excellent sound,0.52,0.6466666666666666,Positive,Satisfied
814,Viky,5.0 out of 5 stars,Best ever speaker I used ever,1.0,0.3,Positive,Satisfied
815,wicked,5.0 out of 5 stars,Battery Issues to Much,0.2,0.2,Positive,Satisfied
816,mohamad aziz,5.0 out of 5 stars,Excellent Product,1.0,1.0,Positive,Satisfied
817,Kuldip Mitra,4.0 out of 5 stars,Sonorous,0.0,0.0,Nutral,Satisfied
818,Vishal,5.0 out of 5 stars,The best,1.0,0.3,Positive,Satisfied
819,Dhinesh,5.0 out of 5 stars,Worth spending,0.3,0.1,Positive,Satisfied
820,Sumit Bansal,5.0 out of 5 stars,Great sound quality,0.6000000000000001,0.575,Positive,Satisfied
821,LIMBOLE SHRIDHAR BAJRANG,5.0 out of 5 stars,Portable and easy,0.43333333333333335,0.8333333333333334,Positive,Satisfied
822,Ramesh,1.0 out of 5 stars,Very very disappointed with this product,-0.9750000000000001,0.9750000000000001,Negative,Not_Satisfied
823,Sourav,5.0 out of 5 stars,Handy quality product,0.6,0.9,Positive,Satisfied
824,Vinno,5.0 out of 5 stars,Worth the money,0.3,0.1,Positive,Satisfied
825,Ahmed Fawaz,5.0 out of 5 stars,Great Quality,0.8,0.75,Positive,Satisfied
826,Amazon Customer,5.0 out of 5 stars,good Speaker,0.7,0.6000000000000001,Positive,Satisfied
827,Ishan,5.0 out of 5 stars,JBL delivers!,0.0,0.0,Nutral,Satisfied
828,Sharath,5.0 out of 5 stars,Great,0.8,0.75,Positive,Satisfied
829,NEWTON SHARMA,5.0 out of 5 stars,NOT RECEIVED POWERCABLE,0.0,0.0,Nutral,Satisfied
830,Mohammed Fadil,5.0 out of 5 stars,Excellent purchase!!!,1.0,1.0,Positive,Satisfied
831,BALAJI,4.0 out of 5 stars,Superb clarity,1.0,1.0,Positive,Satisfied
832,Sonam,2.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Not_Satisfied
833,manvir,1.0 out of 5 stars,"RATTLING NOISE PROBLE,  HOW TO SOVE IT",0.0,0.0,Nutral,Not_Satisfied
834,hanumantharao,5.0 out of 5 stars,Full,0.35,0.55,Positive,Satisfied
835,Joydeep Mukherjee,4.0 out of 5 stars,"Value for more, great sound",0.5666666666666668,0.5499999999999999,Positive,Satisfied
836,Amazon Customer,5.0 out of 5 stars,"Its the best quality of JBL, I love it",0.75,0.44999999999999996,Positive,Satisfied
837,Vishal bhatia,3.0 out of 5 stars,Poor battery but good with sound,0.2333333333333333,0.5333333333333333,Positive,Dont_Know
838,Romo,5.0 out of 5 stars,Remarkable product,0.75,0.75,Positive,Satisfied
839,Amazon Customer,2.0 out of 5 stars,Worst money,-1.0,1.0,Negative,Not_Satisfied
840,Certified buyer,5.0 out of 5 stars,Good choice,0.7,0.6000000000000001,Positive,Satisfied
841,Rakesh Kumar Sharma,4.0 out of 5 stars,It's called sound quality,0.4,0.4,Positive,Satisfied
842,Hemanta Saikia,5.0 out of 5 stars,Satisfied,0.5,1.0,Positive,Satisfied
843,Divyansh,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
844,Amazon Customer,5.0 out of 5 stars,Ok,0.5,0.5,Positive,Satisfied
845,krishna...,2.0 out of 5 stars,it's ok,0.5,0.5,Positive,Not_Satisfied
846,Akella Prasad,4.0 out of 5 stars,Sound is perfect,0.7,0.7,Positive,Satisfied
847,Khushi,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
848,Mitesh K.,5.0 out of 5 stars,Great product,0.8,0.75,Positive,Satisfied
849,kulwant singh,5.0 out of 5 stars,Amazing sound quality,0.5,0.65,Positive,Satisfied
850,Moieen Farooq,5.0 out of 5 stars,Go for it,0.0,0.0,Nutral,Satisfied
851,sushil,5.0 out of 5 stars,Bass is Classic,0.008333333333333318,0.3333333333333333,Positive,Satisfied
852,Prasanna Kumar.G,5.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
853,Amazon Customer,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
854,Vipin,5.0 out of 5 stars,TOO GOOD,0.7,0.6000000000000001,Positive,Satisfied
855,sud,3.0 out of 5 stars,Ok ok,0.5,0.5,Positive,Dont_Know
856,Karsal,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
857,Rudin George Cleetus,5.0 out of 5 stars,BEAST.....,0.0,0.0,Nutral,Satisfied
858,Akhil Kuriakose,5.0 out of 5 stars,Super.....,0.3333333333333333,0.6666666666666666,Positive,Satisfied
859,Pradeep Kumar,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
860,Brindaban Middya,5.0 out of 5 stars,Good but price high,0.43,0.5700000000000001,Positive,Satisfied
861,Purva Narkar,5.0 out of 5 stars,Excellent product,1.0,1.0,Positive,Satisfied
862,GAURAV PRAJAPAT,5.0 out of 5 stars,Nice built and sound,0.5,0.7,Positive,Satisfied
863,Sarbjit Singh,5.0 out of 5 stars,Sound quality super and best best sound,0.6266666666666667,0.4133333333333334,Positive,Satisfied
864,Amazon Customer,5.0 out of 5 stars,No doubt,0.0,0.0,Nutral,Satisfied
865,Sanjay Vishwakarma,3.0 out of 5 stars,Hmm.  Thik thak h.  Dekhte h use krke,0.0,0.0,Nutral,Dont_Know
866,Sanjaymody,4.0 out of 5 stars,Happy to get it 😊,0.8,1.0,Positive,Satisfied
867,Sahil,5.0 out of 5 stars,"Superb, fantastic, great sound and backup",0.65,0.7625,Positive,Satisfied
868,Shailendra shah,1.0 out of 5 stars,I am not happy with is product,-0.4,1.0,Negative,Not_Satisfied
869,Amazon Customer,5.0 out of 5 stars,Amazing product,0.6000000000000001,0.9,Positive,Satisfied
870,Devyalok,1.0 out of 5 stars,Duplicate product received,0.0,0.0,Nutral,Not_Satisfied
871,Amazon Customer,5.0 out of 5 stars,Excellent product,1.0,1.0,Positive,Satisfied
872,Amazon Customer,5.0 out of 5 stars,It rocks!!,0.0,0.0,Nutral,Satisfied
873,RAKESH KUMAR PAL,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
874,Amazon Customer,5.0 out of 5 stars,Over all good product,0.7,0.6000000000000001,Positive,Satisfied
875,Amazon Customer,5.0 out of 5 stars,Jbl Bluetooth speaker one of the best,1.0,0.3,Positive,Satisfied
876,tonshim,5.0 out of 5 stars,Must buy,0.0,0.0,Nutral,Satisfied
877,meehan rayen,4.0 out of 5 stars,Compact mini home theatre,0.0,0.0,Nutral,Satisfied
878,Sarvesh Kulkarni,5.0 out of 5 stars,Best speaker,1.0,0.3,Positive,Satisfied
879,Nisha Agarwal,1.0 out of 5 stars,Bad charging wire,-0.6999999999999998,0.6666666666666666,Negative,Not_Satisfied
880,Arun singh,5.0 out of 5 stars,Jusst wwooowww..awesome,0.0,0.0,Nutral,Satisfied
881,Venkatesh N,4.0 out of 5 stars,high quality sound,0.28,0.47,Positive,Satisfied
882,soumodip b.,5.0 out of 5 stars,Balanced sound & good build quality....,0.55,0.5,Positive,Satisfied
883,Shirley Aloysius,4.0 out of 5 stars,Good loud music!,0.4125,0.7000000000000001,Positive,Satisfied
884,shiva,4.0 out of 5 stars,Good one,0.7,0.6000000000000001,Positive,Satisfied
885,Rahul pithiya,1.0 out of 5 stars,Not good,-0.35,0.6000000000000001,Negative,Not_Satisfied
886,Ran Vijay Singh,5.0 out of 5 stars,Nice speakers,0.6,1.0,Positive,Satisfied
887,tejas,5.0 out of 5 stars,Greatest speaker in this price range!!!,1.0,1.0,Positive,Satisfied
888,Ajay soni,5.0 out of 5 stars,Jbl,0.0,0.0,Nutral,Satisfied
889,sumanth,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
890,Vinay bhatt,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
891,Haizinlang,4.0 out of 5 stars,Sound Density,0.4,0.4,Positive,Satisfied
892,Shiela Tamang,5.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
893,Blessing Sam C S,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
894,Devendra,5.0 out of 5 stars,Amazing sound,0.5,0.65,Positive,Satisfied
895,PULAKESH DEBNATH,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
896,Afsal Hussain,4.0 out of 5 stars,Jbl stealth black,-0.16666666666666666,0.43333333333333335,Negative,Satisfied
897,Jatin a,1.0 out of 5 stars,ing to exchange it it’s Hutton not working speaker is close not getting open please return it,0.0,0.5,Nutral,Not_Satisfied
898,Vikas kumar,4.0 out of 5 stars,Good sound quality,0.55,0.5,Positive,Satisfied
899,sekhon surendersingh,1.0 out of 5 stars,Never buy this prodect as quality is poor.,-0.4,0.6,Negative,Not_Satisfied
900,Ashutosh Garg,5.0 out of 5 stars,faad bc,0.0,0.0,Nutral,Satisfied
901,Nani Khoda,5.0 out of 5 stars,Worth the buy!!!,0.5859375,0.1,Positive,Satisfied
902,V Keditsu,5.0 out of 5 stars,Goodest hearing sounding quality,0.0,0.0,Nutral,Satisfied
903,Amit kumar,5.0 out of 5 stars,Awesome product,1.0,1.0,Positive,Satisfied
904,Murli Manohar harsh,1.0 out of 5 stars,Quality,0.0,0.0,Nutral,Not_Satisfied
905,naveen,5.0 out of 5 stars,Completely satisfied,0.5,1.0,Positive,Satisfied
906,Aishik Rana,5.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
907,Dineesh u v,5.0 out of 5 stars,My feelings,0.0,0.0,Nutral,Satisfied
908,harinder kumar,5.0 out of 5 stars,Paisa vasool,0.0,0.0,Nutral,Satisfied
909,Mithun,4.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
910,Adil Saifudeen,1.0 out of 5 stars,Poor sound quality !!!,0.190625,0.5,Positive,Not_Satisfied
911,Ranjeet Singh,5.0 out of 5 stars,Go for it,0.0,0.0,Nutral,Satisfied
912,iket agrawal,1.0 out of 5 stars,USB port issue.,0.0,0.0,Nutral,Not_Satisfied
913,Tsering Namgyal,5.0 out of 5 stars,Great speaker!,1.0,0.75,Positive,Satisfied
914,Bipin,5.0 out of 5 stars,Jbl flip 3 se,0.0,0.0,Nutral,Satisfied
915,Toxic,5.0 out of 5 stars,Best speaker under 5000,1.0,0.3,Positive,Satisfied
916,Lucky Rawat,5.0 out of 5 stars,Loud & Long Battery Life,0.025,0.6000000000000001,Positive,Satisfied
917,Pawan Tilekar,5.0 out of 5 stars,Worth for money,0.3,0.1,Positive,Satisfied
918,Hitesh,5.0 out of 5 stars,Awesome !!!!,1.0,1.0,Positive,Satisfied
919,sudhanshu,5.0 out of 5 stars,Love JBL flip 3,0.5,0.6,Positive,Satisfied
920,Tamil Maran,5.0 out of 5 stars,Fantastic sound,0.4,0.65,Positive,Satisfied
921,Abhay,4.0 out of 5 stars,It is expensive,-0.5,0.7,Negative,Satisfied
922,Amazon Customer,5.0 out of 5 stars,"super sound quality, solid build and excellent battery life",0.43333333333333335,0.5416666666666667,Positive,Satisfied
923,Nandita Sanghavi,5.0 out of 5 stars,Fantastic base for the price,-0.2,0.95,Negative,Satisfied
924,Himani,5.0 out of 5 stars,Base is really good,-0.050000000000000044,0.8,Negative,Satisfied
925,user,5.0 out of 5 stars,awesome,1.0,1.0,Positive,Satisfied
926,Surabhi N,5.0 out of 5 stars,Worth the buy,0.3,0.1,Positive,Satisfied
927,Febin vadakkekudy,1.0 out of 5 stars,Stopped working,0.0,0.0,Nutral,Not_Satisfied
928,Akhil Kumar,5.0 out of 5 stars,Must buy at this price,0.0,0.0,Nutral,Satisfied
929,Sandeep kumar,1.0 out of 5 stars,Abnormal sound come from bass quality,0.125,0.45,Positive,Not_Satisfied
930,Anoop Kumar,5.0 out of 5 stars,Amazing sound,0.5,0.65,Positive,Satisfied
931,Nishant Singh,5.0 out of 5 stars,Everyone should have atleast one. Its necessity.,0.0,0.0,Nutral,Satisfied
932,Akshay TV,5.0 out of 5 stars,Great Sound!!,0.7125,0.575,Positive,Satisfied
933,Julie Montesano,5.0 out of 5 stars,love it!,0.625,0.6,Positive,Satisfied
934,Sam,5.0 out of 5 stars,Best product I have ever bought,1.0,0.3,Positive,Satisfied
935,Aaryan,4.0 out of 5 stars,Views On JBL FLIP 3 Stealth Edition,0.0,0.0,Nutral,Satisfied
936,dr rajib roy,1.0 out of 5 stars,Missing items in pack.,-0.2,0.05,Negative,Not_Satisfied
937,Saurabh,4.0 out of 5 stars,for bass lovers,-0.15000000000000002,0.5,Negative,Satisfied
938,Amazon Customer,3.0 out of 5 stars,Nice Products,0.6,1.0,Positive,Dont_Know
939,xavier raja,5.0 out of 5 stars,Superbbbb,0.0,0.0,Nutral,Satisfied
940,Monmotha saha,5.0 out of 5 stars,Excellent product,1.0,1.0,Positive,Satisfied
941,Srikar Chakka,5.0 out of 5 stars,Amazing buy,0.6000000000000001,0.9,Positive,Satisfied
942,Narendra singh,3.0 out of 5 stars,Good deal,0.7,0.6000000000000001,Positive,Dont_Know
943,Rishikesh,5.0 out of 5 stars,Perfect,1.0,1.0,Positive,Satisfied
944,Sobin joseph gm,5.0 out of 5 stars,Thanks worth,0.25,0.15000000000000002,Positive,Satisfied
945,Jain,5.0 out of 5 stars,Just loved it.....,0.7,0.8,Positive,Satisfied
946,Arnab Borah,5.0 out of 5 stars,Awesome!,1.0,1.0,Positive,Satisfied
947,Nandini Yamdagni,5.0 out of 5 stars,I love it!,0.625,0.6,Positive,Satisfied
948,Jani Nihar,5.0 out of 5 stars,Very nice product,0.78,1.0,Positive,Satisfied
949,Swaraj Mishra,5.0 out of 5 stars,Go for it if you just want a great speaker...it doesnt recieve calls.,0.8,0.75,Positive,Satisfied
950,T.c jangid,5.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
951,Ved,4.0 out of 5 stars,Perfect product within budger,1.0,1.0,Positive,Satisfied
952,Gurbachan s.,5.0 out of 5 stars,"Must buy this,🤩🤩🤩",0.0,0.0,Nutral,Satisfied
953,Vishal,4.0 out of 5 stars,Always check jbl website for authorized sellers,0.0,0.0,Nutral,Satisfied
954,Amazon Customer,1.0 out of 5 stars,Fake product,-0.5,1.0,Negative,Not_Satisfied
955,Amazon Customer,5.0 out of 5 stars,Best product for electro lovers,1.0,0.3,Positive,Satisfied
956,Padmaraja,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
957,Saurabh khadse,1.0 out of 5 stars,Go for it,0.0,0.0,Nutral,Not_Satisfied
958,Amazon Customer,4.0 out of 5 stars,Truuulllyyy basssyy,0.0,0.0,Nutral,Satisfied
959,Shivani,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
960,Hanshul,5.0 out of 5 stars,Excellent product,1.0,1.0,Positive,Satisfied
961,ankitt batham,5.0 out of 5 stars,Best,1.0,0.3,Positive,Satisfied
962,Shreeyash Deepak Patil,5.0 out of 5 stars,Nice speaker,0.6,1.0,Positive,Satisfied
963,mohan,5.0 out of 5 stars,Great,0.8,0.75,Positive,Satisfied
964,RB,4.0 out of 5 stars,Easy to carry,0.43333333333333335,0.8333333333333334,Positive,Satisfied
965,Piyush Singh,4.0 out of 5 stars,Awsome...,0.0,0.0,Nutral,Satisfied
966,Amit b.,5.0 out of 5 stars,Worth product,0.3,0.1,Positive,Satisfied
967,Amazon Customer,5.0 out of 5 stars,Best in business,1.0,0.3,Positive,Satisfied
968,Sudip Mandal,5.0 out of 5 stars,Mind-blowing... product...,0.0,0.0,Nutral,Satisfied
969,Vishal Kr,5.0 out of 5 stars,Amazing bass radiators,0.22500000000000003,0.7,Positive,Satisfied
970,SATYA,5.0 out of 5 stars,Go for jbl,0.0,0.0,Nutral,Satisfied
971,Mandar Katti,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
972,DEEPAYAN CHOUDHURY,5.0 out of 5 stars,Good Bass,0.27499999999999997,0.55,Positive,Satisfied
973,Debasish Chakraborty,5.0 out of 5 stars,Superb.,1.0,1.0,Positive,Satisfied
974,Manmeet,5.0 out of 5 stars,Crisp!,0.3125,0.4166666666666667,Positive,Satisfied
975,Rachit Sharma,5.0 out of 5 stars,PERFECT AT SUCH RANGE,0.5,0.75,Positive,Satisfied
976,Biswanath karmakar,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
977,Athul vp,5.0 out of 5 stars,Rich in Bass and sound quality,0.20833333333333334,0.5499999999999999,Positive,Satisfied
978,Aditya Velankar,5.0 out of 5 stars,Loved it,0.7,0.8,Positive,Satisfied
979,Rambhajan,4.0 out of 5 stars,Boom Boom,0.0,0.0,Nutral,Satisfied
