,names,stars,reviews,polarity,subjectivity,Pol_Analysis,stars_analysis
2511,adam ouseph baby,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
2512,Amazon Customer,1.0 out of 5 stars,Sound problem,0.4,0.4,Positive,Not_Satisfied
2513,Bakkeer mydeen,1.0 out of 5 stars,Very bad,-0.9099999999999998,0.8666666666666667,Negative,Not_Satisfied
2514,Alok Tigga,5.0 out of 5 stars,Worth buying,0.3,0.1,Positive,Satisfied
2515,Amazon Customer,4.0 out of 5 stars,Very nice product,0.78,1.0,Positive,Satisfied
2516,Francis,1.0 out of 5 stars,Sound quality.,0.4,0.4,Positive,Not_Satisfied
2517,Nilesh,5.0 out of 5 stars,quality is best,1.0,0.3,Positive,Satisfied
2518,Amazon Customer,5.0 out of 5 stars,Value for money 👍,0.0,0.0,Nutral,Satisfied
2519,Amazon Customer,4.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
2520,Jayprakash Sharma,5.0 out of 5 stars,Amazing,0.6000000000000001,0.9,Positive,Satisfied
2521,Gopal Nagaich,5.0 out of 5 stars,V. Nice,0.6,1.0,Positive,Satisfied
2522,akash chaturvedi,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
2523,Afzal Rafeeque,5.0 out of 5 stars,Best product,1.0,0.3,Positive,Satisfied
2524,Darshan,5.0 out of 5 stars,Best Bluetooth speaker!,1.0,0.3,Positive,Satisfied
2525,Jaspal Singh,1.0 out of 5 stars,Poor product jbl flip 3,-0.4,0.6,Negative,Not_Satisfied
2526,Somashekar,5.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
2527,Santosh,5.0 out of 5 stars,qaulity sound,0.4,0.4,Positive,Satisfied
2528,Ringmathing,4.0 out of 5 stars,Good portable speaker,0.7,0.6000000000000001,Positive,Satisfied
2529,khalidyadgar,5.0 out of 5 stars,👍👍👍,0.0,0.0,Nutral,Satisfied
2530,ABHISHEK ATAL,5.0 out of 5 stars,BEST WATERPROOF SPEAKERS AND HIGH BASS,0.3366666666666666,0.4466666666666666,Positive,Satisfied
2531,vicky,5.0 out of 5 stars,JBL,0.0,0.0,Nutral,Satisfied
2532,Keerthi Vasan,5.0 out of 5 stars,Sound quality,0.4,0.4,Positive,Satisfied
2533,Ptadipta Bhowmik,5.0 out of 5 stars,Awesome product in lowest price.,1.0,1.0,Positive,Satisfied
2534,bhushan,4.0 out of 5 stars,Ok ok product,0.5,0.5,Positive,Satisfied
2535,RAHUL CHAKRAWARTEE,5.0 out of 5 stars,Rahul chakrawartee,0.0,0.0,Nutral,Satisfied
2536,Pemmaiah,5.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
2537,Gargi  Sengupta,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
2538,Lipun,5.0 out of 5 stars,Very nice product,0.78,1.0,Positive,Satisfied
2539,Amazon Customer,5.0 out of 5 stars,beast,0.0,0.0,Nutral,Satisfied
2540,Swetha,5.0 out of 5 stars,Simply superb,1.0,1.0,Positive,Satisfied
2541,SUDHEESH P.,3.0 out of 5 stars,Batery backup,0.0,0.0,Nutral,Dont_Know
2542,Amazon Customer,5.0 out of 5 stars,Quality product!,0.0,0.0,Nutral,Satisfied
2543,Aditya,5.0 out of 5 stars,nice speaker,0.6,1.0,Positive,Satisfied
2544,Akshay Saxena,1.0 out of 5 stars,Battery backup,0.0,0.0,Nutral,Not_Satisfied
2545,Rajesh k.,5.0 out of 5 stars,JBL is best,1.0,0.3,Positive,Satisfied
2546,Monali  Thanekar,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2547,Pritam M.,5.0 out of 5 stars,Boom for money,0.0,0.0,Nutral,Satisfied
2548,Jaydip parmar,5.0 out of 5 stars,Nice and original product 👍👍😍,0.4875,0.875,Positive,Satisfied
2549,Arnab Banerjee,5.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
2550,Mahesh Pednekar,5.0 out of 5 stars,Quality,0.0,0.0,Nutral,Satisfied
2551,Akshay Sanjay Phalphale,4.0 out of 5 stars,Nice speaker with best sound quality,0.6666666666666666,0.5666666666666668,Positive,Satisfied
2552,Ajay,5.0 out of 5 stars,Cool product,0.35,0.65,Positive,Satisfied
2553,Pravinder,5.0 out of 5 stars,Powerful product,0.3,1.0,Positive,Satisfied
2554,Shubham tayal,5.0 out of 5 stars,Great product,0.8,0.75,Positive,Satisfied
2555,Amazon Customer,4.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
2556,Daya,5.0 out of 5 stars,Very nice quality,0.78,1.0,Positive,Satisfied
2557,Nakul Singh,5.0 out of 5 stars,Best in range,1.0,0.3,Positive,Satisfied
2558,Mohan Pandey,5.0 out of 5 stars,Awesome Sounds,1.0,1.0,Positive,Satisfied
2559,Amazon Customer,5.0 out of 5 stars,JBL works,0.0,0.0,Nutral,Satisfied
2560,sreeji,5.0 out of 5 stars,JBL stealth,0.0,0.0,Nutral,Satisfied
2561,Rabiya,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2562,Amazon Customer,5.0 out of 5 stars,Value for money great product,0.8,0.75,Positive,Satisfied
2563,Harshil patel,5.0 out of 5 stars,Best in voice & price,1.0,0.3,Positive,Satisfied
2564,Lawrence simon,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
2565,Mukesh Chaurasia,4.0 out of 5 stars,Great for outdoor music or travel,0.8,0.75,Positive,Satisfied
2566,Joe Ernester,5.0 out of 5 stars,Worth to buy,0.3,0.1,Positive,Satisfied
2567,Sandeep Atheya,5.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
2568,Sajin Odu Para,5.0 out of 5 stars,Good one,0.7,0.6000000000000001,Positive,Satisfied
2569,Nikhil kanth,5.0 out of 5 stars,Head line😄,0.0,0.0,Nutral,Satisfied
2570,Sagar,5.0 out of 5 stars,Best,1.0,0.3,Positive,Satisfied
2571,Sandeep Brar,5.0 out of 5 stars,Buy it,0.0,0.0,Nutral,Satisfied
2572,VIKRAM,5.0 out of 5 stars,best in this price,1.0,0.3,Positive,Satisfied
2573,Hemant,5.0 out of 5 stars,Best,1.0,0.3,Positive,Satisfied
2574,Veda S.,5.0 out of 5 stars,Great Speakers,0.8,0.75,Positive,Satisfied
2575,Varun Kumar,5.0 out of 5 stars,Amazing!,0.7500000000000001,0.9,Positive,Satisfied
2576,Altai,5.0 out of 5 stars,Great,0.8,0.75,Positive,Satisfied
2577,Devesh Mishra,5.0 out of 5 stars,Best one,1.0,0.3,Positive,Satisfied
2578,Mufeed,5.0 out of 5 stars,No at all disappointed,-0.75,0.75,Negative,Satisfied
2579,Amazon Customer,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2580,Mihir Kumar Rout,5.0 out of 5 stars,Sound quality,0.4,0.4,Positive,Satisfied
2581,Ram Karthik Ganesan,5.0 out of 5 stars,Must haves!!,0.0,0.0,Nutral,Satisfied
2582,Brajesh rai,4.0 out of 5 stars,Great product !!,1.0,0.75,Positive,Satisfied
2583,Rajesh Kumar Meena,5.0 out of 5 stars,Excellent sound,0.7,0.7,Positive,Satisfied
2584,Ranjan Maharaj,5.0 out of 5 stars,excellent,1.0,1.0,Positive,Satisfied
2585,GAJENDRA KUMAR,1.0 out of 5 stars,Jbl,0.0,0.0,Nutral,Not_Satisfied
2586,Alka Gupta,2.0 out of 5 stars,Not happy...accessories were missing,-0.2,0.05,Negative,Not_Satisfied
2587,Amazon Customer,4.0 out of 5 stars,Very useful and nice product,0.495,0.5,Positive,Satisfied
2588,Amandeep Singh,5.0 out of 5 stars,Amazing Sound Quality,0.5,0.65,Positive,Satisfied
2589,rajinder mittal,3.0 out of 5 stars,JBL flip 3,0.0,0.0,Nutral,Dont_Know
2590,Rajesh Jadhav,5.0 out of 5 stars,Very nice,0.78,1.0,Positive,Satisfied
2591,Amazon Customer,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
2592,RAJASHEKAR M,5.0 out of 5 stars,Sound quality is good,0.55,0.5,Positive,Satisfied
2593,amit mittal,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2594,Amazon Customer,5.0 out of 5 stars,Bty life is not what is shown,0.0,0.0,Nutral,Satisfied
2595,MD AZHARUDDIN ANSARI,5.0 out of 5 stars,Superb 👌,1.0,1.0,Positive,Satisfied
2596,Amazon Customer,5.0 out of 5 stars,Party speaker,0.0,0.0,Nutral,Satisfied
2597,sourav sinha,5.0 out of 5 stars,Awsome,0.0,0.0,Nutral,Satisfied
2598,Amazon Customer,5.0 out of 5 stars,Good speaker,0.7,0.6000000000000001,Positive,Satisfied
2599,Shubham Mohan,5.0 out of 5 stars,Works great,0.8,0.75,Positive,Satisfied
2600,Abhishek  Pandey,4.0 out of 5 stars,Great purchase,0.8,0.75,Positive,Satisfied
2601,PRANAV KUNNAPPADI,5.0 out of 5 stars,J B L flip 3,0.0,0.0,Nutral,Satisfied
2602,Amazon Customer,5.0 out of 5 stars,Its superb,1.0,1.0,Positive,Satisfied
2603,Reema,5.0 out of 5 stars,Good Sound quality,0.55,0.5,Positive,Satisfied
2604,yaswanth,5.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
2605,Garima s.,4.0 out of 5 stars,Besr,0.0,0.0,Nutral,Satisfied
2606,Ankit Narang,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2607,SAMITH B.,4.0 out of 5 stars,Suppper product,0.0,0.0,Nutral,Satisfied
2608,Rintu,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2609,Ganesh Machale,3.0 out of 5 stars,Good Quality,0.7,0.6000000000000001,Positive,Dont_Know
2610,Inder,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2611,Bratin Das,5.0 out of 5 stars,Impressive,1.0,1.0,Positive,Satisfied
2612,mananjay,5.0 out of 5 stars,Best at this price,1.0,0.3,Positive,Satisfied
2613,Nilesh ige,5.0 out of 5 stars,Buy,0.0,0.0,Nutral,Satisfied
2614,ramesh,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2615,sameer.P,3.0 out of 5 stars,Bluetuth speaker,0.0,0.0,Nutral,Dont_Know
2616,tarun tapan saha,5.0 out of 5 stars,Tarun,0.0,0.0,Nutral,Satisfied
2617,Pranai Pradhan,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2618,swapnil mahindrakar,5.0 out of 5 stars,♥️♥️,0.0,0.0,Nutral,Satisfied
2619,Pranav Kaushik,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2620,RAHUL SINGROHA,5.0 out of 5 stars,AWESOME SPEAKER,1.0,1.0,Positive,Satisfied
2621,SOHAIL khan,5.0 out of 5 stars,👌,0.0,0.0,Nutral,Satisfied
2622,sundeep,2.0 out of 5 stars,Bad,-0.6999999999999998,0.6666666666666666,Negative,Not_Satisfied
2623,Anchit Jain,5.0 out of 5 stars,Original,0.375,0.75,Positive,Satisfied
2624,Misha,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2625,Tenzin,4.0 out of 5 stars,Good .....,0.7,0.6000000000000001,Positive,Satisfied
2626,Sinan,5.0 out of 5 stars,Jbl signature sound,0.4,0.4,Positive,Satisfied
2627,Amazon Customer,5.0 out of 5 stars,Too good,0.7,0.6000000000000001,Positive,Satisfied
2628,Amazon Customer,1.0 out of 5 stars,Not worth,-0.15,0.1,Negative,Not_Satisfied
2629,User2109,5.0 out of 5 stars,Good in every way.,0.7,0.6000000000000001,Positive,Satisfied
2630,Dhrumil,1.0 out of 5 stars,Mi product return,0.0,0.0,Nutral,Not_Satisfied
2631,Roushath,1.0 out of 5 stars,Bad product ....sound quality poor,-0.5499999999999999,0.6333333333333333,Negative,Not_Satisfied
2632,Amazon Customer,5.0 out of 5 stars,Sound quality very good,0.655,0.5900000000000001,Positive,Satisfied
2633,Mk,5.0 out of 5 stars,Great portable speakers,0.8,0.75,Positive,Satisfied
2634,Lokesh pandey,5.0 out of 5 stars,Excellent,1.0,1.0,Positive,Satisfied
2635,Vipin,5.0 out of 5 stars,Sounds quality is fantastic,0.4,0.9,Positive,Satisfied
2636,Bhaskkhar,5.0 out of 5 stars,Super,0.3333333333333333,0.6666666666666666,Positive,Satisfied
2637,Ritesh dhaniya,4.0 out of 5 stars,👍👍👍,0.0,0.0,Nutral,Satisfied
2638,Shatadal Debroy,5.0 out of 5 stars,Best bt speaker,1.0,0.3,Positive,Satisfied
2639,Amazon Customer,5.0 out of 5 stars,Excellent..,1.0,1.0,Positive,Satisfied
2640,Gunjan,5.0 out of 5 stars,Super,0.3333333333333333,0.6666666666666666,Positive,Satisfied
2641,AMITAV,5.0 out of 5 stars,Totally Value for Money.,0.0,0.75,Nutral,Satisfied
2642,Kavinashmudiraj27986,5.0 out of 5 stars,Fantastic,0.4,0.9,Positive,Satisfied
2643,Akash kadabi,5.0 out of 5 stars,Good product worth for money,0.5,0.35000000000000003,Positive,Satisfied
2644,JITENDER SHARMA,5.0 out of 5 stars,Music,0.0,0.0,Nutral,Satisfied
2645,Amazon Customer,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2646,a sekar,5.0 out of 5 stars,Best to hear,1.0,0.3,Positive,Satisfied
2647,Gopal kapoor,5.0 out of 5 stars,Masterpiece,0.0,0.0,Nutral,Satisfied
2648,Ravindra,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2649,Amazon Customer,4.0 out of 5 stars,Yes,0.0,0.0,Nutral,Satisfied
2650,Amazon Customer,5.0 out of 5 stars,Superb,1.0,1.0,Positive,Satisfied
2651,Nishant,5.0 out of 5 stars,Best,1.0,0.3,Positive,Satisfied
2652,neeraj nagar,5.0 out of 5 stars,Music,0.0,0.0,Nutral,Satisfied
2653,Pankaj sharma,5.0 out of 5 stars,Best speaker,1.0,0.3,Positive,Satisfied
2654,Subhasree,5.0 out of 5 stars,Awesome product,1.0,1.0,Positive,Satisfied
2655,Amazon Customer,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2656,Amazon Customer,5.0 out of 5 stars,Top notch...,0.5,0.5,Positive,Satisfied
2657,HARJINDER SINGH,4.0 out of 5 stars,Bass is super,0.09166666666666665,0.5833333333333333,Positive,Satisfied
2658,TUSHAR SALGAONKAR,5.0 out of 5 stars,Satisfied,0.5,1.0,Positive,Satisfied
2659,Vimal dhokia,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2660,Vinayak Ahuja,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2661,Malik mubashir,1.0 out of 5 stars,Voice crack and bass crack,-0.15000000000000002,0.5,Negative,Not_Satisfied
2662,vicky,4.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
2663,R.C. MAHAR,5.0 out of 5 stars,This item is very beautiful with lovely voice.,0.75,0.875,Positive,Satisfied
2664,Debjit Mukherjee,5.0 out of 5 stars,Too good a product,0.7,0.6000000000000001,Positive,Satisfied
2665,Sanjeev soni,5.0 out of 5 stars,Excellent quality,1.0,1.0,Positive,Satisfied
2666,Swati decunha,5.0 out of 5 stars,Most ideal,0.7,0.75,Positive,Satisfied
2667,harbaksh singh,4.0 out of 5 stars,very good produ,0.9099999999999999,0.7800000000000001,Positive,Satisfied
2668,Sourav Babu,4.0 out of 5 stars,Jbl,0.0,0.0,Nutral,Satisfied
2669,Lalrinngheta ralte,5.0 out of 5 stars,So...good,0.0,0.0,Nutral,Satisfied
2670,Dinu,4.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
2671,Kiran Das,5.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
2672,Amazon Customer,4.0 out of 5 stars,Great buy!,1.0,0.75,Positive,Satisfied
2673,AMALESH GIRI,5.0 out of 5 stars,Good sounds,0.7,0.6000000000000001,Positive,Satisfied
2674,Dhruv Verma,5.0 out of 5 stars,🖤🖤🖤🖤🖤🖤🖤,0.0,0.0,Nutral,Satisfied
2675,Amazon Customer,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2676,Amazon Customer,5.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
2677,Ajeet,5.0 out of 5 stars,Grea8,0.0,0.0,Nutral,Satisfied
2678,Rahul Pandey,5.0 out of 5 stars,Value for money,0.0,0.0,Nutral,Satisfied
2679,Arindam Jana,5.0 out of 5 stars,"Superb , really fantastic",0.7,0.95,Positive,Satisfied
2680,Hem C.,5.0 out of 5 stars,अभी तक बहुत अच्छा अनुभव रहा है। धन्यवाद अच्छी सेवाओं के लिए।,0.0,0.0,Nutral,Satisfied
2681,Saurabh khatri,4.0 out of 5 stars,Happy with the product,0.8,1.0,Positive,Satisfied
2682,Debanjan Sahoo,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2683,Amazon Customer,4.0 out of 5 stars,Good one,0.7,0.6000000000000001,Positive,Satisfied
2684,Aditya singh,1.0 out of 5 stars,Wrost,0.0,0.0,Nutral,Not_Satisfied
2685,Priyanka Chavan,4.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
2686,Kaushik Dutta,5.0 out of 5 stars,Excellent product,1.0,1.0,Positive,Satisfied
2687,Murali k.,2.0 out of 5 stars,No battery backup,0.0,0.0,Nutral,Not_Satisfied
2688,Lokenath Shaw,5.0 out of 5 stars,Product,0.0,0.0,Nutral,Satisfied
2689,pradeep kumar dubey,5.0 out of 5 stars,Exilent,0.0,0.0,Nutral,Satisfied
2690,Madhavi,5.0 out of 5 stars,Superb,1.0,1.0,Positive,Satisfied
2691,Saurabh goswami,5.0 out of 5 stars,Supperbb,0.0,0.0,Nutral,Satisfied
2692,Debmalya Pramanik,5.0 out of 5 stars,It's Just rocking,0.0,0.0,Nutral,Satisfied
2693,Pawan kumar soni,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
2694,Amazon Customer,3.0 out of 5 stars,Fair,0.7,0.9,Positive,Dont_Know
2695,Girishan,5.0 out of 5 stars,Gud,0.0,0.0,Nutral,Satisfied
2696,Bishnu sharma,5.0 out of 5 stars,Very nice,0.78,1.0,Positive,Satisfied
2697,Amazon Customer,5.0 out of 5 stars,Quality,0.0,0.0,Nutral,Satisfied
2698,Amazon Customer,5.0 out of 5 stars,Nice sound and design,0.5,0.7,Positive,Satisfied
2699,aakash,5.0 out of 5 stars,Sound,0.4,0.4,Positive,Satisfied
2700,Niroj Kumar Pradhan,4.0 out of 5 stars,Superb,1.0,1.0,Positive,Satisfied
2701,sulaiman,4.0 out of 5 stars,Superb💓❤️,0.0,0.0,Nutral,Satisfied
2702,Sid,5.0 out of 5 stars,😍,0.0,0.0,Nutral,Satisfied
2703,Phijam Neerjit,1.0 out of 5 stars,Annoying,-0.8,0.9,Negative,Not_Satisfied
2704,Himadri shekhar,4.0 out of 5 stars,Best...,1.0,0.3,Positive,Satisfied
2705,Nikhil Gupta,4.0 out of 5 stars,Awesome product from JBL!!!,1.0,1.0,Positive,Satisfied
2706,Vikramjeet,5.0 out of 5 stars,Love it,0.5,0.6,Positive,Satisfied
2707,Chhagan lal,5.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
2708,Emerging Taxcon Services,4.0 out of 5 stars,Outstanding Fabulous,0.45,0.9375,Positive,Satisfied
2709,Vasava Bhupendra,5.0 out of 5 stars,Love u JBL,0.5,0.6,Positive,Satisfied
2710,Rubi,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2711,Shashank kalia,5.0 out of 5 stars,Sexy,0.5,1.0,Positive,Satisfied
2712,Harsh,5.0 out of 5 stars,Amazing sound,0.5,0.65,Positive,Satisfied
2713,Harkamal singh,4.0 out of 5 stars,Good for music,0.7,0.6000000000000001,Positive,Satisfied
2714,Pranjul singla,1.0 out of 5 stars,Third class product.,0.0,0.0,Nutral,Not_Satisfied
2715,Amazon Customer,5.0 out of 5 stars,Excellent Bluetooth speaker,1.0,1.0,Positive,Satisfied
2716,Sanchit dhall,4.0 out of 5 stars,Amazing protable product,0.6000000000000001,0.9,Positive,Satisfied
2717,Aswin Benish,5.0 out of 5 stars,Awesome sound,0.7,0.7,Positive,Satisfied
2718,Moreshwar Bhojrajji Dudhe,5.0 out of 5 stars,Superb,1.0,1.0,Positive,Satisfied
2719,ankit,5.0 out of 5 stars,Best,1.0,0.3,Positive,Satisfied
2720,anurag azad,5.0 out of 5 stars,Sound quality is good.,0.55,0.5,Positive,Satisfied
2721,Rajesh,4.0 out of 5 stars,Battery quality not good,-0.35,0.6000000000000001,Negative,Satisfied
2722,YashRajpuria,4.0 out of 5 stars,Best sound in best price,0.7999999999999999,0.3333333333333333,Positive,Satisfied
2723,Aishwarya Midhun,5.0 out of 5 stars,Very good,0.9099999999999999,0.7800000000000001,Positive,Satisfied
2724,Dhakshan,4.0 out of 5 stars,Nice And Lovable Product 😍,0.55,0.75,Positive,Satisfied
2725,Chetan Mahajan,5.0 out of 5 stars,Best product in this range,1.0,0.3,Positive,Satisfied
2726,Vicky,5.0 out of 5 stars,JBL best,1.0,0.3,Positive,Satisfied
2727,Chandrika Banerjee,4.0 out of 5 stars,Love it,0.5,0.6,Positive,Satisfied
2728,Vandana singh,5.0 out of 5 stars,Its good,0.7,0.6000000000000001,Positive,Satisfied
2729,Jaison,5.0 out of 5 stars,Awesome buy,1.0,1.0,Positive,Satisfied
2730,AKG,5.0 out of 5 stars,Original n Perfect,0.6875,0.875,Positive,Satisfied
2731,Romeo,5.0 out of 5 stars,Nice working,0.6,1.0,Positive,Satisfied
2732,Amazon Customer,5.0 out of 5 stars,👌,0.0,0.0,Nutral,Satisfied
2733,Billa Sri Surya Vamshi,5.0 out of 5 stars,Best,1.0,0.3,Positive,Satisfied
2734,Hasmit Patel,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
2735,RANVEER SINGH,5.0 out of 5 stars,JBL flip3,0.0,0.0,Nutral,Satisfied
2736,Albin k.,5.0 out of 5 stars,Superb,1.0,1.0,Positive,Satisfied
2737,Amazon Customer,3.0 out of 5 stars,Good quality,0.7,0.6000000000000001,Positive,Dont_Know
2738,Devang Patel,5.0 out of 5 stars,👌👌,0.0,0.0,Nutral,Satisfied
2739,Bhargava Sai,5.0 out of 5 stars,JBL NEVER GETS DOWN,-0.15555555555555559,0.2888888888888889,Negative,Satisfied
2740,Sk Md Aslam,1.0 out of 5 stars,WORST,-1.0,1.0,Negative,Not_Satisfied
2741,Syed moosa,5.0 out of 5 stars,Good one,0.7,0.6000000000000001,Positive,Satisfied
2742,Alok maharana,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2743,Shanthini,5.0 out of 5 stars,Must buy,0.0,0.0,Nutral,Satisfied
2744,PRASANTA S.,5.0 out of 5 stars,Go for it,0.0,0.0,Nutral,Satisfied
2745,bhaskar borgohain,4.0 out of 5 stars,Good product,0.7,0.6000000000000001,Positive,Satisfied
2746,Anuttam,5.0 out of 5 stars,Worth it,0.3,0.1,Positive,Satisfied
2747,Radheshyam,5.0 out of 5 stars,I love it...,0.5,0.6,Positive,Satisfied
2748,Ankit Kumar Singh,1.0 out of 5 stars,Battery,0.0,0.0,Nutral,Not_Satisfied
2749,palash  jain,5.0 out of 5 stars,@3999,0.0,0.0,Nutral,Satisfied
2750,sethupathy,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2751,Vishnu k.,2.0 out of 5 stars,Bass,-0.15000000000000002,0.5,Negative,Not_Satisfied
2752,RISHABH KAUSHIK,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
2753,Umesh C A,4.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
2754,Pritha halder,5.0 out of 5 stars,Must have!,0.0,0.0,Nutral,Satisfied
2755,shubham mandal,5.0 out of 5 stars,Very nice products,0.78,1.0,Positive,Satisfied
2756,Amit giri,5.0 out of 5 stars,Great product,0.8,0.75,Positive,Satisfied
2757,Krishna,5.0 out of 5 stars,Nice,0.6,1.0,Positive,Satisfied
2758,Jigar,5.0 out of 5 stars,Aswm...,0.0,0.0,Nutral,Satisfied
2759,Tanmoy shill,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2760,Alok Roy,4.0 out of 5 stars,Thumbs up,0.0,0.0,Nutral,Satisfied
2761,Paras Sharma,5.0 out of 5 stars,Jbl,0.0,0.0,Nutral,Satisfied
2762,Tinku I.,5.0 out of 5 stars,Quality Product,0.0,0.0,Nutral,Satisfied
2763,Neha Amol kokate,5.0 out of 5 stars,Nice one...must. Buy,0.6,1.0,Positive,Satisfied
2764,Jolly,5.0 out of 5 stars,Amazing,0.6000000000000001,0.9,Positive,Satisfied
2765,Manojit manna,5.0 out of 5 stars,3,0.0,0.0,Nutral,Satisfied
2766,sujeet kujur,4.0 out of 5 stars,Product,0.0,0.0,Nutral,Satisfied
2767,Amazon Customer,5.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2768,Romesh S.,5.0 out of 5 stars,Nice product,0.6,1.0,Positive,Satisfied
2769,Anibrata Hari,5.0 out of 5 stars,Awesome,1.0,1.0,Positive,Satisfied
2770,Amazon Customer,4.0 out of 5 stars,Good,0.7,0.6000000000000001,Positive,Satisfied
2771,Sanjeeb M.,5.0 out of 5 stars,Nice Product..,0.6,1.0,Positive,Satisfied
2772,Titli Mukherjee,5.0 out of 5 stars,Its JBL,0.0,0.0,Nutral,Satisfied
2773,Mamta,5.0 out of 5 stars,Very happy with Amazon shopping,1.0,1.0,Positive,Satisfied
2774,Sitanshu Singh,4.0 out of 5 stars,Worth the price,0.3,0.1,Positive,Satisfied
